GeoCode,GeoCodeLabel,Number_of_Motor_Vehicle_Collisions,Vehicles_or_Motorists_Involved,Injury_or_Fatal_Collisions,MotoristsInjured,MotoristsKilled,PassengInjured,PassengKilled,CyclistsInjured,CyclistsKilled,PedestrInjured,PedestrKilled,Bicycle,Month
019,19th Precinct,469.0,907.0,57.0,22.0,0.0,19.0,1.0,9.0,0.0,20.0,1.0,15.0,June
020,20th Precinct,179.0,343.0,30.0,7.0,0.0,9.0,0.0,6.0,0.0,11.0,1.0,12.0,June
022,Central Park Precinct,11.0,20.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,June
023,23rd Precinct,153.0,310.0,19.0,11.0,0.0,8.0,0.0,3.0,0.0,6.0,0.0,4.0,June
024,24th Precinct,125.0,242.0,14.0,2.0,0.0,5.0,0.0,4.0,0.0,6.0,0.0,5.0,June
025,25th Precinct,240.0,465.0,42.0,20.0,0.0,16.0,0.0,2.0,0.0,16.0,0.0,3.0,June
026,26th Precinct,69.0,131.0,8.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,June
028,28th Precinct,77.0,146.0,16.0,6.0,0.0,12.0,0.0,5.0,0.0,2.0,0.0,7.0,June
030,30th Precinct,84.0,156.0,19.0,7.0,0.0,10.0,0.0,4.0,0.0,6.0,0.0,6.0,June
032,32nd Precinct,124.0,243.0,18.0,5.0,0.0,9.0,0.0,5.0,0.0,5.0,0.0,5.0,June
033,33rd Precinct,157.0,316.0,25.0,11.0,0.0,11.0,1.0,3.0,0.0,4.0,0.0,6.0,June
034,34th Precinct,152.0,284.0,23.0,9.0,0.0,5.0,0.0,2.0,0.0,11.0,0.0,6.0,June
B,BRONX,2807.0,5507.0,522.0,305.0,2.0,306.0,1.0,53.0,0.0,119.0,1.0,67.0,June
040,40th Precinct,269.0,519.0,54.0,29.0,0.0,32.0,0.0,8.0,0.0,11.0,0.0,11.0,June
041,41st Precinct,129.0,248.0,24.0,10.0,0.0,14.0,0.0,4.0,0.0,7.0,0.0,5.0,June
042,42nd Precinct,124.0,238.0,27.0,7.0,0.0,16.0,0.0,3.0,0.0,9.0,0.0,4.0,June
043,43rd Precinct,327.0,649.0,32.0,23.0,0.0,20.0,0.0,1.0,0.0,5.0,1.0,2.0,June
044,44th Precinct,267.0,517.0,64.0,36.0,1.0,30.0,0.0,6.0,0.0,18.0,0.0,8.0,June
045,45th Precinct,317.0,631.0,55.0,39.0,0.0,43.0,1.0,3.0,0.0,5.0,0.0,3.0,June
046,46th Precinct,199.0,387.0,36.0,19.0,0.0,19.0,0.0,4.0,0.0,10.0,0.0,6.0,June
047,47th Precinct,291.0,589.0,60.0,36.0,0.0,42.0,0.0,4.0,0.0,14.0,0.0,5.0,June
048,48th Precinct,217.0,435.0,35.0,25.0,0.0,17.0,0.0,5.0,0.0,7.0,0.0,7.0,June
049,49th Precinct,238.0,472.0,45.0,25.0,0.0,31.0,0.0,4.0,0.0,8.0,0.0,4.0,June
050,50th Precinct,180.0,349.0,32.0,26.0,1.0,20.0,0.0,4.0,0.0,4.0,0.0,5.0,June
052,52nd Precinct,249.0,473.0,58.0,30.0,0.0,22.0,0.0,7.0,0.0,21.0,0.0,7.0,June
K,BROOKLYN,5459.0,10825.0,1087.0,507.0,1.0,559.0,1.0,164.0,1.0,263.0,3.0,200.0,June
060,60th Precinct,178.0,356.0,30.0,13.0,0.0,8.0,0.0,6.0,0.0,9.0,0.0,6.0,June
061,61st Precinct,294.0,616.0,51.0,24.0,0.0,29.0,0.0,6.0,0.0,12.0,0.0,6.0,June
062,62nd Precinct,222.0,444.0,42.0,22.0,0.0,10.0,0.0,4.0,0.0,21.0,0.0,5.0,June
063,63rd Precinct,217.0,438.0,36.0,27.0,0.0,8.0,0.0,2.0,0.0,7.0,0.0,2.0,June
066,66th Precinct,287.0,551.0,67.0,21.0,0.0,16.0,0.0,18.0,0.0,21.0,0.0,20.0,June
067,67th Precinct,335.0,689.0,81.0,46.0,0.0,58.0,0.0,9.0,0.0,13.0,0.0,10.0,June
068,68th Precinct,247.0,501.0,29.0,18.0,0.0,17.0,0.0,3.0,0.0,6.0,0.0,3.0,June
069,69th Precinct,154.0,320.0,34.0,27.0,1.0,20.0,0.0,0.0,0.0,7.0,0.0,1.0,June
070,70th Precinct,268.0,539.0,57.0,30.0,0.0,37.0,0.0,11.0,1.0,11.0,0.0,14.0,June
071,71st Precinct,199.0,400.0,44.0,11.0,0.0,33.0,0.0,8.0,0.0,12.0,1.0,15.0,June
072,72nd Precinct,325.0,646.0,69.0,32.0,0.0,36.0,0.0,7.0,0.0,18.0,0.0,8.0,June
073,73rd Precinct,211.0,410.0,37.0,19.0,0.0,26.0,0.0,2.0,0.0,10.0,0.0,4.0,June
075,75th Precinct,488.0,977.0,105.0,68.0,0.0,79.0,0.0,3.0,0.0,12.0,0.0,4.0,June
076,76th Precinct,159.0,316.0,25.0,10.0,0.0,13.0,0.0,2.0,0.0,7.0,0.0,2.0,June
077,77th Precinct,177.0,345.0,42.0,12.0,0.0,24.0,1.0,7.0,0.0,15.0,1.0,11.0,June
078,78th Precinct,220.0,423.0,34.0,11.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,10.0,June
079,79th Precinct,192.0,369.0,44.0,11.0,0.0,37.0,0.0,8.0,0.0,13.0,1.0,10.0,June
081,81st Precinct,134.0,257.0,28.0,7.0,0.0,22.0,0.0,8.0,0.0,5.0,0.0,10.0,June
083,83rd Precinct,198.0,377.0,48.0,19.0,0.0,17.0,0.0,10.0,0.0,12.0,0.0,11.0,June
084,84th Precinct,311.0,610.0,50.0,21.0,0.0,23.0,0.0,6.0,0.0,11.0,0.0,8.0,June
088,88th Precinct,139.0,265.0,35.0,14.0,0.0,11.0,0.0,11.0,0.0,8.0,0.0,12.0,June
090,90th Precinct,295.0,560.0,63.0,25.0,0.0,19.0,0.0,17.0,0.0,17.0,0.0,20.0,June
094,94th Precinct,209.0,416.0,36.0,19.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,8.0,June
Q,QUEENS,5749.0,11518.0,1107.0,650.0,3.0,630.0,0.0,116.0,0.0,165.0,1.0,140.0,June
100,100th Precinct,70.0,130.0,14.0,11.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,June
101,101st Precinct,100.0,202.0,8.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,June
102,102nd Precinct,326.0,672.0,51.0,28.0,0.0,27.0,0.0,7.0,0.0,9.0,0.0,9.0,June
103,103rd Precinct,303.0,593.0,75.0,39.0,0.0,37.0,0.0,2.0,0.0,21.0,0.0,3.0,June
104,104th Precinct,379.0,762.0,63.0,34.0,0.0,32.0,0.0,11.0,0.0,11.0,0.0,13.0,June
105,105th Precinct,600.0,1214.0,143.0,93.0,1.0,93.0,0.0,6.0,0.0,13.0,0.0,6.0,June
106,106th Precinct,341.0,705.0,83.0,64.0,0.0,46.0,0.0,6.0,0.0,6.0,0.0,6.0,June
107,107th Precinct,360.0,724.0,69.0,48.0,1.0,37.0,0.0,2.0,0.0,7.0,0.0,3.0,June
108,108th Precinct,469.0,930.0,79.0,37.0,0.0,36.0,0.0,14.0,0.0,10.0,0.0,18.0,June
109,109th Precinct,659.0,1326.0,113.0,67.0,0.0,58.0,0.0,12.0,0.0,19.0,0.0,15.0,June
110,110th Precinct,302.0,586.0,61.0,30.0,0.0,25.0,0.0,8.0,0.0,17.0,0.0,10.0,June
111,111th Precinct,414.0,840.0,69.0,41.0,0.0,40.0,0.0,7.0,0.0,9.0,0.0,7.0,June
112,112th Precinct,314.0,638.0,43.0,23.0,0.0,28.0,0.0,4.0,0.0,6.0,0.0,4.0,June
113,113th Precinct,357.0,713.0,96.0,71.0,1.0,75.0,0.0,8.0,0.0,12.0,0.0,8.0,June
114,114th Precinct,445.0,886.0,72.0,30.0,0.0,57.0,0.0,13.0,0.0,12.0,1.0,17.0,June
115,115th Precinct,310.0,597.0,68.0,30.0,0.0,32.0,0.0,15.0,0.0,10.0,0.0,19.0,June
S,STATEN ISLAND,1029.0,2071.0,173.0,136.0,0.0,74.0,0.0,3.0,0.0,25.0,2.0,3.0,June
120,120th Precinct,214.0,425.0,35.0,16.0,0.0,14.0,0.0,1.0,0.0,11.0,1.0,1.0,June
121,121st Precinct,330.0,676.0,61.0,47.0,0.0,23.0,0.0,1.0,0.0,8.0,0.0,1.0,June
122,122nd Precinct,330.0,661.0,55.0,54.0,0.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0,June
123,123rd Precinct,155.0,309.0,22.0,19.0,0.0,17.0,0.0,1.0,0.0,2.0,0.0,1.0,June
