DATE,num_uber_trips,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES
2015-06-14,6109,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,8.05,",,W",0.31,",,W,2400",0.0,",,W,",0.0,",,W,",75.0,"H,,S",86.0,",,W",66.0,",,W",230.0,",,W",240.0,",,W",18.1,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,
2015-06-15,5682,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,8.28,",,W",1.09,",,W,2400",0.0,",,W,",0.0,",,W,",72.0,"H,,S",81.0,",,W",66.0,",,W",30.0,",,W",30.0,",,W",15.0,",,W",17.0,",,W",1.0,",,W",,,1.0,",,W",,,,,,,1.0,",,W",,,,,,
2015-06-16,5704,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,6.71,",,W",0.08,",,W,2400",0.0,",,W,",0.0,",,W,",69.0,"H,,S",79.0,",,W",66.0,",,W",330.0,",,W",330.0,",,W",17.0,",,W",23.0,",,W",1.0,",,W",,,,,,,,,,,1.0,",,W",,,,,,
2015-06-17,5896,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,9.62,",,W",0.0,",,W,2400",0.0,",,W,",0.0,",,W,",74.0,"H,,S",81.0,",,W",66.0,",,W",150.0,",,W",40.0,",,W",17.0,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,
2015-06-18,5908,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,8.05,",,W",0.0,"T,,W,2400",0.0,",,W,",0.0,",,W,",67.0,"H,,S",71.0,",,W",65.0,",,W",150.0,",,W",150.0,",,W",15.0,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,
2015-06-19,6288,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,6.71,",,W",0.0,"T,,W,2400",0.0,",,W,",0.0,",,W,",74.0,"H,,S",89.0,",,W",67.0,",,W",20.0,",,W",330.0,",,W",16.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,
2015-06-20,6445,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,10.51,",,W",0.32,",,W,2400",0.0,",,W,",0.0,",,W,",72.0,"H,,S",75.0,",,W",67.0,",,W",90.0,",,W",100.0,",,W",18.1,",,W",23.0,",,W",1.0,",,W",,,,,,,,,,,1.0,",,W",,,,,,
2015-06-21,6108,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,12.97,",,W",0.51,",,W,2400",0.0,",,W,",0.0,",,W,",77.0,"H,,S",90.0,",,W",71.0,",,W",310.0,",,W",310.0,",,W",36.9,",,W",45.0,",,W",1.0,",,W",,,,,,,,,,,1.0,",,W",,,,,,
2015-06-22,5514,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,11.41,",,W",0.0,",,W,2400",0.0,",,W,",0.0,",,W,",82.0,"H,,S",89.0,",,W",74.0,",,W",260.0,",,W",310.0,",,W",19.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,
2015-06-23,5742,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,10.96,",,W",0.02,",,W,2400",0.0,",,W,",0.0,",,W,",79.0,"H,,S",89.0,",,W",72.0,",,W",250.0,",,W",250.0,",,W",23.0,",,W",30.0,",,W",,,,,1.0,",,W",,,,,,,,,,,,,,
2015-06-24,5726,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,10.96,",,W",0.0,",,W,2400",0.0,",,W,",0.0,",,W,",79.0,"H,,S",86.0,",,W",69.0,",,W",290.0,",,W",360.0,",,W",19.9,",,W",32.0,",,W",,,,,,,,,,,,,,,,,,,,
2015-06-25,5823,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,9.17,",,W",0.0,"T,,W,2400",0.0,",,W,",0.0,",,W,",76.0,"H,,S",82.0,",,W",67.0,",,W",330.0,",,W",60.0,",,W",25.1,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,
2015-06-26,6232,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,6.71,",,W",0.0,",,W,2400",0.0,",,W,",0.0,",,W,",74.0,"H,,S",81.0,",,W",69.0,",,W",110.0,",,W",110.0,",,W",17.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,
2015-06-27,7207,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,11.86,",,W",1.02,",,W,2400",0.0,",,W,",0.0,",,W,",68.0,"H,,S",71.0,",,W",62.0,",,W",100.0,",,W",60.0,",,W",18.1,",,W",25.1,",,W",1.0,",,W",,,,,,,,,,,,,,,,,,
2015-06-28,6150,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,10.29,",,W",0.3,",,W,2400",0.0,",,W,",0.0,",,W,",67.0,"H,,S",76.0,",,W",64.0,",,W",80.0,",,W",110.0,",,W",19.9,",,W",29.1,",,W",1.0,",,W",,,,,,,,,,,,,,,,,,
2015-06-29,5516,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,12.53,",,W",0.0,",,W,2400",0.0,",,W,",0.0,",,W,",72.0,"H,,S",79.0,",,W",64.0,",,W",270.0,",,W",270.0,",,W",21.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,
2015-06-30,5668,USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.7639,2.7,12.08,",,W",0.0,"T,,W,2400",0.0,",,W,",0.0,",,W,",73.0,"H,,S",81.0,",,W",66.0,",,W",160.0,",,W",,,21.9,",,W",,,,,,,,,,,,,,,,,,,,,,
